r,g,b,label
88.82952982031927,114.6584049012503,115.22417434799733,river
81.28804568212331,105.57817369779272,102.07301765676803,river
79.82476730977513,110.74816122863766,109.14790273010092,river
101.16886055983375,122.12229834723617,124.64582811974347,river
95.05054142809635,118.02970240691347,123.69133975188122,river
92.68236885056128,115.78423541954453,113.84035688455101,river
91.4318528715311,109.9099936906498,115.79953618272705,river
97.64728744222047,108.66504536994785,101.08812704474953,river
126.69488718925973,144.99304193908978,152.87589736570703,river
92.76521099382622,105.85531360569067,98.77478861907458,river
94.88276603490401,109.25776729248992,107.65184880414083,river
114.68225416199812,128.89762943452652,132.65113144718595,river
122.59758006603074,141.13458518093543,147.5936218580702,river
98.05387932199133,112.00565061462385,113.36693870989684,river
108.13683187445652,124.9936300545151,124.33008201673135,river
135.89922721143418,151.0722981006281,154.95778285487864,river
117.66571935196896,136.11452506462908,138.22154248535566,river
117.94124177059564,120.65546086309264,110.53101356559573,river
92.92590208570905,113.55904595035202,110.83217785017216,river
88.41887964857656,110.99847462800551,120.00307786452929,river
85.32351688771271,105.89818891399491,107.76043333837583,river
112.201968920681,125.15822363960365,135.42949127004937,river
82.44889260968564,92.94436968010248,92.22261996821729,river
74.19489941842762,90.65962355398769,86.84870851496756,river
65.79723426193002,78.23185491720876,71.69083693009242,river
76.83005972869447,94.58778319077436,98.72008504140456,river
75.15025104592374,92.1935205885342,91.2415412506605,river
95.28392500459036,107.05744439549525,104.75570241055433,river
75.351994794853,94.99562021710398,99.409083044825,river
86.4126678979133,107.76604262772268,111.35880917507066,river
97.66277004842355,116.68203066499841,116.42545002419135,river
76.11911317719223,92.71297917799704,88.94952694883384,river
102.87744871238169,114.87430683014345,108.01208833210292,river
135.29117469271492,137.5229759062343,121.923675449862,river
82.29858021300012,97.25865608455739,104.8444148608559,river
113.52480773575795,121.83372624587764,108.66275457590669,river
116.26793684051188,120.77779417928836,108.35390160940065,river
116.27227603901174,120.22341537313483,104.26508052469255,river
151.4457405452294,144.9046595522972,128.8558107923306,river
144.85343172188692,138.90451130855436,124.37026816767771,river
147.29379228381305,144.0588091130213,131.77629190195472,river
146.66896179970092,143.1998370130471,127.55727398301227,river
97.4555722278433,113.34003509207999,112.98587255946855,river
97.93392582380753,113.08637082619175,115.53800167652089,river
110.8588704441374,117.10891161955188,114.95889574817647,river
118.47254886585874,124.35628633619486,131.13382519080852,river
102.48695268287477,103.92732066835985,109.22352986638512,river
104.52344319743989,103.43194202545358,112.50160347866526,river
114.61069576081063,105.34615519939136,77.15054977176916,river
146.34471564632125,149.44694061296352,154.88581105091873,river
91.27220798133933,114.15965352611275,119.34428630178294,river
81.261509453107,104.77693794444349,109.4454349925933,river
84.1507215242791,115.2005957577411,111.6708863773373,river
83.754692174942,102.5592210861058,90.36950847469464,river
92.86164868989681,111.26757076954064,96.47877199486202,river
89.21876849742924,106.82419963106868,99.55225891421006,river
90.73362433688655,103.71347597699473,97.96855861896523,river
87.02959783355077,107.1014651930689,103.45780697148928,river
98.75810035395077,108.30648902483696,92.92632861810986,river
78.42181383829742,97.82068787227406,80.28261724798503,river
99.10543026394427,120.38803386511881,104.25887167194276,river
97.78893659515072,115.18514755438677,98.92801103717507,river
92.4588459941571,107.10787019378628,100.01539708743253,river
89.26228478700698,101.20164058223094,92.68385059595501,river
89.83974438637992,103.84380852088398,83.72193248679852,river
78.06923320738719,86.62725124459898,78.68263339644946,river
82.18635191964263,95.52096811407417,90.39336477629969,river
98.27462847915301,115.57057373079314,105.91814031448261,river
87.06325994805604,100.45055267866765,99.38595260505221,river
77.31022063107864,98.54462805578102,86.09266508970492,river
70.19661874585138,91.64253744816045,81.57103294648608,river
74.00772585708798,88.39973490024394,77.67983274732545,river
62.48452044263202,78.39176906388863,65.33409430563827,river
67.68920933692955,76.01653706633792,59.38485645741737,river
85.37829221357023,105.45053935043902,84.75276301603533,river
101.69550272925093,116.27849756690009,101.00922059073625,river
83.44527445875991,101.233841752232,96.9407153466744,river
92.85330960681867,110.44575228430327,109.16384536445958,river
93.93371594771476,111.51631772230955,98.66723901227729,river
80.44678189762524,98.74963624522556,83.05821595659822,river
91.76744532428913,110.53153339115197,95.27318438222804,river
90.31403717518845,111.43506718222633,105.4825569350324,river
94.34485669579028,119.12395495065064,104.88253874993976,river
106.85189567182161,129.43042354261954,132.82530152328422,river
133.64935222782256,156.39894544044733,169.57610647567475,river
123.79539990127311,146.1050416899281,149.60656668926867,river
144.6515443618179,168.3114099201852,186.08238520716404,river
125.97817052260893,151.62575132096646,161.47613651212174,river
125.56056909923458,149.57386914321714,154.6153852506153,river
131.82116726885505,154.32736902371335,163.4986864506931,river
114.21217362970512,139.48412653075056,143.97782615914565,river
127.82188346278099,149.95476195691907,157.84365803815982,river
96.68593043044217,107.14208912123665,115.18420543109069,river
88.9372072941048,105.94764518078428,122.02185745097297,river
98.2074317823739,118.55694581797665,128.89805786930287,river
93.7506176614128,112.31908487361355,118.2430008257423,river
109.73960266572412,140.99834034896185,124.73475371262047,river
88.48365222064369,122.33367912133049,110.94904799738768,river
112.722093129439,142.15964192912605,133.59145619081195,river
103.19349309301674,133.05590588067997,127.25418047003681,river
103.42993492512713,131.00148074379567,130.68665706961264,river
94.11794164194615,122.94588479469215,126.41151545472412,river
104.88989176917705,128.28475684516377,116.5280982769101,river
75.40372157558426,95.62533526546652,108.43563187771215,river
77.40889106845567,95.62590181446426,91.1367637151651,river
72.32142634536442,90.58613514408458,81.38208037106031,river
106.22834288154718,124.72991983694547,128.8976352944127,river
