r,g,b,label
141.23817355992048,115.37005002099902,55.42164864225674,sea
93.02300452013696,78.41355456182211,39.06529633848937,sea
84.61254415137368,71.11936396600103,40.03697259924341,sea
91.47870670309274,73.85932487048697,36.658888574405665,sea
111.03469939503456,92.3572702982291,39.356862261285094,sea
145.94402835948947,115.6551373797536,47.76605064401036,sea
162.39938980537707,127.68823518102074,61.808364829883885,sea
146.34438091043248,123.96503616496254,66.16910232020001,sea
88.67255334828367,71.2507747199285,44.922912102025876,sea
90.59373195129848,71.2469160693411,40.201349547202774,sea
97.02376190496662,78.66853559558054,40.55756993540998,sea
142.82224226132973,117.78307519473442,52.027651668095736,sea
102.532914130203,84.28799528721842,39.19283427605428,sea
105.29809762869976,96.46948001739968,51.294029027384205,sea
103.10598334805209,89.9807939128812,42.93265645525543,sea
102.75000084302185,85.5667413484395,39.55172914591661,sea
98.11791778310693,80.03907006003863,39.140372864049674,sea
89.11184197815511,88.6066636087858,54.166289869543775,sea
90.41359932666907,79.61260999052612,44.8634131122427,sea
86.93070199429515,74.0760851457355,42.96944807868009,sea
87.14790294302917,68.63705712268386,42.33673767673023,sea
92.20756440226472,70.4826683166924,45.17180406901757,sea
109.8459474301964,93.20780880664458,39.98787001188405,sea
90.94556905641389,81.92818824201717,49.735829768287516,sea
87.81797078455745,72.47345438237042,37.577476487059435,sea
120.0775039295529,106.26550095178474,49.433847735189815,sea
149.32794758512154,130.37086275099733,79.08210709374126,sea
164.5587014862292,147.29314015243924,105.82588339394654,sea
162.12463450205564,136.54512178510834,78.54772303229683,sea
132.4710855571339,108.25520746904651,39.372733955355024,sea
